material_id,plant_id,warehouse_id,unrestricted_qty,quality_hold_qty,blocked_qty,reserved_qty,snapshot_date
MAT-00454,PLT-IN-03,WH-07,684,3,5,44,2026-07-16
MAT-00454,PLT-US-01,WH-01,2223,68,32,112,2026-07-21
MAT-00455,PLT-US-01,WH-01,1012,44,27,92,2026-07-16
MAT-00456,PLT-DE-02,WH-04,203,4,1,8,2026-07-16
MAT-00457,PLT-DE-02,WH-04,1316,10,8,57,2026-07-16
MAT-00457,PLT-IN-03,WH-07,2081,41,15,182,2026-07-16
MAT-00458,PLT-IN-03,WH-07,455,4,9,20,2026-07-16
MAT-00458,PLT-US-01,WH-01,683,25,19,81,2026-07-16
MAT-00459,PLT-IN-03,WH-07,183,8,4,16,2026-07-16
MAT-00459,PLT-US-01,WH-01,548,22,6,32,2026-07-21
MAT-00460,PLT-DE-02,WH-04,1550,49,10,143,2026-07-16
MAT-00460,PLT-US-01,WH-01,1273,68,10,47,2026-07-16
MAT-00461,PLT-US-01,WH-01,1202,29,10,124,2026-07-16
MAT-00462,PLT-IN-03,WH-07,273,13,6,28,2026-07-16
MAT-00462,PLT-US-01,WH-01,394,9,4,24,2026-07-21
MAT-00463,PLT-US-01,WH-01,852,14,7,117,2026-07-16
MAT-00464,PLT-IN-03,WH-07,327,2,1,29,2026-07-16
MAT-00464,PLT-US-01,WH-01,394,14,5,4,2026-07-21
MAT-00465,PLT-DE-02,WH-04,266,15,6,50,2026-07-16
MAT-00465,PLT-IN-03,WH-07,260,12,7,26,2026-07-16
MAT-00466,PLT-US-01,WH-01,25,1,1,4,2026-07-16
MAT-00467,PLT-DE-02,WH-04,346,13,6,3,2026-07-21
MAT-00467,PLT-IN-03,WH-07,278,1,6,13,2026-07-16
MAT-00468,PLT-IN-03,WH-07,1448,72,14,181,2026-07-16
MAT-00469,PLT-IN-03,WH-07,76,1,1,13,2026-07-16
MAT-00469,PLT-US-01,WH-01,224,2,3,1,2026-07-21
MAT-00470,PLT-IN-03,WH-07,61,2,1,4,2026-07-16
MAT-00470,PLT-US-01,WH-01,131,2,0,9,2026-07-21
MAT-00471,PLT-IN-03,WH-07,1438,3,16,55,2026-07-16
MAT-00471,PLT-US-01,WH-01,1466,2,9,39,2026-07-21
MAT-00472,PLT-IN-03,WH-07,599,2,7,26,2026-07-16
MAT-00472,PLT-US-01,WH-01,1199,49,0,97,2026-07-21
MAT-00473,PLT-DE-02,WH-04,294,1,0,18,2026-07-21
MAT-00473,PLT-IN-03,WH-07,117,4,0,14,2026-07-16
MAT-00474,PLT-IN-03,WH-07,68,2,2,6,2026-07-16
MAT-00474,PLT-US-01,WH-01,219,3,3,13,2026-07-21
MAT-00475,PLT-DE-02,WH-04,804,26,0,31,2026-07-16
MAT-00475,PLT-IN-03,WH-07,762,35,9,48,2026-07-21
MAT-00476,PLT-DE-02,WH-04,659,13,6,46,2026-07-16
MAT-00476,PLT-US-01,WH-01,2070,85,1,9,2026-07-21
MAT-00477,PLT-DE-02,WH-04,94,1,1,2,2026-07-21
MAT-00477,PLT-US-01,WH-01,48,2,1,7,2026-07-16
MAT-00478,PLT-DE-02,WH-04,0,0,0,0,2026-07-16
MAT-00478,PLT-US-01,WH-01,199,5,5,29,2026-07-16
MAT-00479,PLT-DE-02,WH-04,1615,32,2,102,2026-07-21
MAT-00479,PLT-IN-03,WH-07,783,39,2,60,2026-07-21
MAT-00479,PLT-US-01,WH-01,1063,4,25,124,2026-07-16
MAT-00480,PLT-DE-02,WH-04,571,17,0,45,2026-07-21
MAT-00480,PLT-IN-03,WH-07,327,19,0,11,2026-07-16
MAT-00480,PLT-US-01,WH-01,381,8,1,5,2026-07-21
MAT-00481,PLT-DE-02,WH-04,991,57,21,46,2026-07-16
MAT-00482,PLT-IN-03,WH-07,917,18,8,99,2026-07-16
MAT-00482,PLT-US-01,WH-01,771,23,15,54,2026-07-16
MAT-00483,PLT-IN-03,WH-07,152,5,1,16,2026-07-16
MAT-00483,PLT-US-01,WH-01,217,1,2,6,2026-07-21
MAT-00484,PLT-DE-02,WH-04,282,5,4,24,2026-07-21
MAT-00484,PLT-IN-03,WH-07,258,5,2,36,2026-07-16
MAT-00485,PLT-DE-02,WH-04,653,6,3,12,2026-07-21
MAT-00485,PLT-IN-03,WH-07,73,3,1,73,2026-07-16
MAT-00486,PLT-IN-03,WH-07,1120,11,8,95,2026-07-16
MAT-00486,PLT-US-01,WH-01,975,27,5,59,2026-07-21
MAT-00487,PLT-IN-03,WH-07,618,25,17,103,2026-07-16
MAT-00487,PLT-US-01,WH-01,1722,82,30,45,2026-07-21
MAT-00488,PLT-DE-02,WH-04,992,24,18,84,2026-07-21
MAT-00488,PLT-US-01,WH-01,510,30,14,44,2026-07-16
MAT-00489,PLT-DE-02,WH-04,1284,61,14,55,2026-07-16
MAT-00489,PLT-US-01,WH-01,2173,53,34,20,2026-07-21
MAT-00490,PLT-DE-02,WH-04,145,4,1,55,2026-07-16
MAT-00490,PLT-US-01,WH-01,1023,29,11,41,2026-07-21
MAT-00491,PLT-DE-02,WH-04,1848,8,36,166,2026-07-16
MAT-00491,PLT-IN-03,WH-07,716,28,14,56,2026-07-16
MAT-00492,PLT-US-01,WH-01,327,14,8,18,2026-07-16
MAT-00493,PLT-DE-02,WH-04,392,7,6,21,2026-07-16
MAT-00494,PLT-US-01,WH-01,525,8,8,36,2026-07-16
MAT-00495,PLT-DE-02,WH-04,137,2,1,24,2026-07-16
MAT-00496,PLT-DE-02,WH-04,288,7,6,19,2026-07-21
MAT-00496,PLT-US-01,WH-01,14,0,0,9,2026-07-16
MAT-00497,PLT-IN-03,WH-07,342,4,6,123,2026-07-16
MAT-00498,PLT-DE-02,WH-04,275,11,1,6,2026-07-21
MAT-00498,PLT-IN-03,WH-07,96,3,0,16,2026-07-16
MAT-00499,PLT-US-01,WH-01,1375,58,10,88,2026-07-16
MAT-00500,PLT-DE-02,WH-04,155,2,3,52,2026-07-16
