transaction_id,material_id,plant_id,warehouse_id,transaction_type,quantity,transaction_date,reference_doc
TXN-000943,MAT-00343,PLT-US-01,WH-01,Adjustment,269,2026-06-01,PO-PROD-00042
TXN-000623,MAT-00459,PLT-IN-03,WH-07,Adjustment,226,2026-06-01,PO-PROD-00003
TXN-002003,MAT-00099,PLT-DE-02,WH-04,Transfer,20,2026-06-01,PO-PROD-00103
TXN-000961,MAT-00316,PLT-DE-02,WH-04,Goods Issue,-100,2026-06-01,PO-PROD-00037
TXN-000780,MAT-00116,PLT-US-01,WH-01,Goods Issue,-32,2026-06-01,PO-PROD-00114
TXN-000587,MAT-00499,PLT-US-01,WH-01,Adjustment,290,2026-06-01,PO-PROD-00006
TXN-002525,MAT-00012,PLT-IN-03,WH-07,Goods Issue,-110,2026-06-01,PO-PROD-00089
TXN-002543,MAT-00107,PLT-US-01,WH-01,Goods Issue,-190,2026-06-01,PO-PROD-00087
TXN-001703,MAT-00306,PLT-US-01,WH-01,Goods Issue,-260,2026-06-01,PO-PROD-00057
TXN-002169,MAT-00160,PLT-US-01,WH-01,Adjustment,246,2026-06-01,PO-PROD-00153
TXN-002625,MAT-00167,PLT-US-01,WH-01,Goods Receipt,81,2026-06-01,PO-00145
TXN-000612,MAT-00014,PLT-IN-03,WH-07,Adjustment,145,2026-06-01,PO-PROD-00182
TXN-001030,MAT-00340,PLT-US-01,WH-01,Goods Receipt,16,2026-06-01,PO-00048
TXN-001337,MAT-00426,PLT-DE-02,WH-04,Adjustment,11,2026-06-01,PO-PROD-00080
TXN-001816,MAT-00483,PLT-IN-03,WH-07,Goods Receipt,115,2026-06-01,PO-00109
TXN-000626,MAT-00109,PLT-IN-03,WH-07,Goods Receipt,238,2026-06-01,PO-00087
TXN-000399,MAT-00335,PLT-DE-02,WH-04,Transfer,251,2026-06-01,PO-PROD-00081
TXN-002835,MAT-00181,PLT-IN-03,WH-07,Goods Issue,-218,2026-06-02,PO-PROD-00078
TXN-002500,MAT-00161,PLT-IN-03,WH-07,Goods Receipt,126,2026-06-02,PO-00060
TXN-000263,MAT-00354,PLT-IN-03,WH-07,Goods Issue,-111,2026-06-02,PO-PROD-00146
TXN-002718,MAT-00030,PLT-IN-03,WH-07,Transfer,124,2026-06-02,PO-PROD-00138
TXN-000981,MAT-00385,PLT-DE-02,WH-04,Transfer,150,2026-06-02,PO-PROD-00018
TXN-001813,MAT-00349,PLT-US-01,WH-01,Goods Receipt,142,2026-06-02,PO-00095
TXN-002245,MAT-00282,PLT-DE-02,WH-04,Goods Issue,-106,2026-06-02,PO-PROD-00218
TXN-000304,MAT-00070,PLT-US-01,WH-01,Goods Receipt,225,2026-06-02,PO-00104
TXN-003099,MAT-00100,PLT-US-01,WH-01,Goods Receipt,227,2026-06-02,PO-00046
TXN-001732,MAT-00394,PLT-IN-03,WH-07,Goods Receipt,60,2026-06-02,PO-00050
TXN-000029,MAT-00355,PLT-IN-03,WH-07,Goods Receipt,113,2026-06-02,PO-00082
TXN-001695,MAT-00101,PLT-IN-03,WH-07,Goods Issue,-175,2026-06-02,PO-PROD-00116
TXN-000604,MAT-00463,PLT-US-01,WH-01,Goods Issue,-279,2026-06-02,PO-PROD-00091
TXN-002891,MAT-00350,PLT-IN-03,WH-07,Goods Receipt,11,2026-06-02,PO-00005
TXN-002527,MAT-00037,PLT-US-01,WH-01,Goods Issue,-69,2026-06-02,PO-PROD-00167
TXN-001216,MAT-00010,PLT-US-01,WH-01,Adjustment,55,2026-06-02,PO-PROD-00031
TXN-002495,MAT-00377,PLT-DE-02,WH-04,Transfer,245,2026-06-02,PO-PROD-00072
TXN-000949,MAT-00471,PLT-IN-03,WH-07,Goods Issue,-156,2026-06-02,PO-PROD-00204
TXN-000818,MAT-00372,PLT-DE-02,WH-04,Transfer,107,2026-06-02,PO-PROD-00110
TXN-002475,MAT-00295,PLT-IN-03,WH-07,Transfer,75,2026-06-02,PO-PROD-00001
TXN-002545,MAT-00463,PLT-US-01,WH-01,Goods Issue,-198,2026-06-02,PO-PROD-00040
TXN-000552,MAT-00002,PLT-US-01,WH-01,Goods Receipt,231,2026-06-02,PO-00148
TXN-000776,MAT-00340,PLT-US-01,WH-01,Transfer,171,2026-06-02,PO-PROD-00154
TXN-000656,MAT-00142,PLT-US-01,WH-01,Goods Receipt,259,2026-06-02,PO-00072
TXN-001533,MAT-00292,PLT-US-01,WH-01,Goods Issue,-120,2026-06-02,PO-PROD-00171
TXN-000697,MAT-00275,PLT-DE-02,WH-04,Goods Issue,-246,2026-06-02,PO-PROD-00032
TXN-002159,MAT-00302,PLT-US-01,WH-01,Goods Receipt,77,2026-06-02,PO-00063
TXN-000703,MAT-00453,PLT-DE-02,WH-04,Goods Receipt,266,2026-06-02,PO-00082
TXN-002400,MAT-00375,PLT-IN-03,WH-07,Goods Issue,-283,2026-06-02,PO-PROD-00129
TXN-000905,MAT-00119,PLT-IN-03,WH-07,Goods Receipt,216,2026-06-02,PO-00133
TXN-001788,MAT-00007,PLT-US-01,WH-01,Goods Receipt,132,2026-06-02,PO-00006
TXN-001657,MAT-00292,PLT-US-01,WH-01,Goods Receipt,43,2026-06-02,PO-00089
TXN-001893,MAT-00267,PLT-US-01,WH-01,Goods Issue,-198,2026-06-02,PO-PROD-00050
TXN-001709,MAT-00345,PLT-DE-02,WH-04,Goods Issue,-160,2026-06-02,PO-PROD-00184
TXN-000752,MAT-00442,PLT-DE-02,WH-04,Goods Receipt,45,2026-06-02,PO-00097
TXN-000440,MAT-00172,PLT-DE-02,WH-04,Transfer,284,2026-06-02,PO-PROD-00116
TXN-002290,MAT-00192,PLT-DE-02,WH-04,Transfer,102,2026-06-03,PO-PROD-00026
TXN-002792,MAT-00497,PLT-IN-03,WH-07,Goods Issue,-166,2026-06-03,PO-PROD-00081
TXN-000596,MAT-00134,PLT-US-01,WH-01,Adjustment,40,2026-06-03,PO-PROD-00135
TXN-002133,MAT-00489,PLT-DE-02,WH-04,Goods Receipt,182,2026-06-03,PO-00003
TXN-000798,MAT-00130,PLT-IN-03,WH-07,Goods Issue,-160,2026-06-03,PO-PROD-00117
TXN-001913,MAT-00348,PLT-IN-03,WH-07,Transfer,162,2026-06-03,PO-PROD-00208
TXN-002791,MAT-00127,PLT-IN-03,WH-07,Goods Issue,-176,2026-06-03,PO-PROD-00140
TXN-000594,MAT-00040,PLT-IN-03,WH-07,Transfer,186,2026-06-03,PO-PROD-00048
TXN-001040,MAT-00302,PLT-US-01,WH-01,Goods Issue,-28,2026-06-03,PO-PROD-00094
TXN-002509,MAT-00262,PLT-IN-03,WH-07,Goods Issue,-292,2026-06-03,PO-PROD-00144
TXN-002263,MAT-00337,PLT-DE-02,WH-04,Goods Receipt,89,2026-06-03,PO-00043
TXN-002283,MAT-00460,PLT-US-01,WH-01,Goods Issue,-296,2026-06-03,PO-PROD-00064
TXN-003174,MAT-00306,PLT-US-01,WH-01,Goods Receipt,197,2026-06-03,PO-00016
TXN-002913,MAT-00132,PLT-IN-03,WH-07,Goods Issue,-91,2026-06-03,PO-PROD-00077
TXN-002782,MAT-00146,PLT-DE-02,WH-04,Goods Issue,-32,2026-06-03,PO-PROD-00171
TXN-001088,MAT-00409,PLT-DE-02,WH-04,Goods Issue,-227,2026-06-03,PO-PROD-00035
TXN-002754,MAT-00184,PLT-IN-03,WH-07,Goods Issue,-269,2026-06-03,PO-PROD-00101
TXN-002814,MAT-00116,PLT-US-01,WH-01,Adjustment,81,2026-06-03,PO-PROD-00045
TXN-001796,MAT-00417,PLT-DE-02,WH-04,Transfer,57,2026-06-03,PO-PROD-00065
TXN-000076,MAT-00458,PLT-IN-03,WH-07,Transfer,141,2026-06-03,PO-PROD-00139
TXN-000510,MAT-00268,PLT-US-01,WH-01,Goods Issue,-12,2026-06-03,PO-PROD-00096
TXN-001423,MAT-00392,PLT-DE-02,WH-04,Goods Receipt,48,2026-06-03,PO-00006
TXN-001716,MAT-00310,PLT-IN-03,WH-07,Goods Issue,-18,2026-06-03,PO-PROD-00220
TXN-001842,MAT-00205,PLT-US-01,WH-01,Goods Receipt,298,2026-06-03,PO-00134
TXN-003109,MAT-00299,PLT-DE-02,WH-04,Goods Issue,-42,2026-06-03,PO-PROD-00068
TXN-002477,MAT-00277,PLT-DE-02,WH-04,Goods Issue,-152,2026-06-03,PO-PROD-00201
TXN-001245,MAT-00204,PLT-IN-03,WH-07,Goods Issue,-109,2026-06-03,PO-PROD-00176
TXN-001984,MAT-00160,PLT-US-01,WH-01,Goods Issue,-181,2026-06-03,PO-PROD-00157
TXN-000615,MAT-00123,PLT-US-01,WH-01,Transfer,152,2026-06-03,PO-PROD-00075
TXN-001380,MAT-00323,PLT-DE-02,WH-04,Goods Issue,-287,2026-06-03,PO-PROD-00107
TXN-000963,MAT-00019,PLT-IN-03,WH-07,Goods Issue,-236,2026-06-03,PO-PROD-00076
TXN-000730,MAT-00257,PLT-DE-02,WH-04,Goods Issue,-207,2026-06-03,PO-PROD-00016
TXN-000455,MAT-00216,PLT-DE-02,WH-04,Goods Issue,-34,2026-06-03,PO-PROD-00106
TXN-002473,MAT-00121,PLT-US-01,WH-01,Goods Receipt,146,2026-06-03,PO-00066
TXN-001128,MAT-00270,PLT-DE-02,WH-04,Transfer,264,2026-06-03,PO-PROD-00062
TXN-000855,MAT-00383,PLT-US-01,WH-01,Goods Issue,-154,2026-06-03,PO-PROD-00132
TXN-003048,MAT-00013,PLT-DE-02,WH-04,Adjustment,45,2026-06-03,PO-PROD-00044
TXN-002260,MAT-00426,PLT-DE-02,WH-04,Adjustment,166,2026-06-03,PO-PROD-00167
TXN-000532,MAT-00457,PLT-IN-03,WH-07,Goods Receipt,201,2026-06-04,PO-00005
TXN-002770,MAT-00086,PLT-DE-02,WH-04,Goods Issue,-136,2026-06-04,PO-PROD-00109
TXN-001932,MAT-00045,PLT-DE-02,WH-04,Goods Issue,-263,2026-06-04,PO-PROD-00165
TXN-001692,MAT-00185,PLT-IN-03,WH-07,Goods Issue,-170,2026-06-04,PO-PROD-00198
TXN-000247,MAT-00476,PLT-DE-02,WH-04,Goods Issue,-247,2026-06-04,PO-PROD-00038
TXN-001344,MAT-00321,PLT-US-01,WH-01,Goods Issue,-231,2026-06-04,PO-PROD-00091
TXN-000658,MAT-00260,PLT-DE-02,WH-04,Transfer,221,2026-06-04,PO-PROD-00100
TXN-000400,MAT-00176,PLT-US-01,WH-01,Goods Issue,-220,2026-06-04,PO-PROD-00138
TXN-001837,MAT-00148,PLT-US-01,WH-01,Goods Issue,-169,2026-06-04,PO-PROD-00042
TXN-001293,MAT-00009,PLT-US-01,WH-01,Adjustment,247,2026-06-04,PO-PROD-00116
TXN-001066,MAT-00290,PLT-IN-03,WH-07,Goods Issue,-199,2026-06-04,PO-PROD-00129
TXN-002534,MAT-00037,PLT-US-01,WH-01,Goods Issue,-166,2026-06-04,PO-PROD-00021
TXN-001062,MAT-00045,PLT-DE-02,WH-04,Goods Receipt,283,2026-06-04,PO-00061
TXN-001830,MAT-00237,PLT-US-01,WH-01,Goods Receipt,166,2026-06-04,PO-00069
TXN-000195,MAT-00029,PLT-IN-03,WH-07,Goods Issue,-96,2026-06-04,PO-PROD-00061
TXN-002738,MAT-00263,PLT-IN-03,WH-07,Transfer,241,2026-06-04,PO-PROD-00077
TXN-001980,MAT-00102,PLT-DE-02,WH-04,Adjustment,78,2026-06-04,PO-PROD-00112
TXN-001491,MAT-00233,PLT-US-01,WH-01,Adjustment,72,2026-06-04,PO-PROD-00128
TXN-002609,MAT-00165,PLT-DE-02,WH-04,Goods Issue,-164,2026-06-04,PO-PROD-00088
TXN-001055,MAT-00319,PLT-IN-03,WH-07,Goods Receipt,216,2026-06-04,PO-00085
TXN-000300,MAT-00054,PLT-IN-03,WH-07,Goods Issue,-8,2026-06-04,PO-PROD-00102
TXN-000038,MAT-00478,PLT-DE-02,WH-04,Goods Issue,-24,2026-06-04,PO-PROD-00067
TXN-001407,MAT-00463,PLT-US-01,WH-01,Goods Issue,-207,2026-06-04,PO-PROD-00117
TXN-000753,MAT-00298,PLT-DE-02,WH-04,Goods Issue,-145,2026-06-04,PO-PROD-00119
TXN-001381,MAT-00041,PLT-IN-03,WH-07,Goods Receipt,258,2026-06-04,PO-00126
TXN-002695,MAT-00456,PLT-DE-02,WH-04,Goods Issue,-219,2026-06-04,PO-PROD-00133
TXN-000880,MAT-00040,PLT-IN-03,WH-07,Transfer,215,2026-06-04,PO-PROD-00181
TXN-002992,MAT-00200,PLT-US-01,WH-01,Goods Receipt,119,2026-06-04,PO-00085
TXN-000090,MAT-00160,PLT-US-01,WH-01,Goods Receipt,67,2026-06-04,PO-00027
TXN-002655,MAT-00140,PLT-US-01,WH-01,Goods Receipt,122,2026-06-04,PO-00081
TXN-002762,MAT-00101,PLT-IN-03,WH-07,Goods Issue,-169,2026-06-04,PO-PROD-00073
TXN-001806,MAT-00086,PLT-DE-02,WH-04,Goods Issue,-30,2026-06-04,PO-PROD-00104
TXN-002993,MAT-00227,PLT-US-01,WH-01,Goods Issue,-268,2026-06-04,PO-PROD-00033
TXN-001218,MAT-00067,PLT-IN-03,WH-07,Adjustment,263,2026-06-04,PO-PROD-00173
TXN-000733,MAT-00205,PLT-US-01,WH-01,Goods Receipt,113,2026-06-04,PO-00109
TXN-000191,MAT-00114,PLT-US-01,WH-01,Goods Receipt,171,2026-06-05,PO-00106
TXN-003009,MAT-00457,PLT-IN-03,WH-07,Goods Issue,-98,2026-06-05,PO-PROD-00102
TXN-000984,MAT-00106,PLT-DE-02,WH-04,Transfer,184,2026-06-05,PO-PROD-00111
TXN-000852,MAT-00018,PLT-IN-03,WH-07,Goods Receipt,56,2026-06-05,PO-00052
TXN-002148,MAT-00400,PLT-DE-02,WH-04,Goods Receipt,210,2026-06-05,PO-00096
TXN-003145,MAT-00012,PLT-IN-03,WH-07,Transfer,130,2026-06-05,PO-PROD-00104
TXN-001899,MAT-00194,PLT-IN-03,WH-07,Goods Issue,-60,2026-06-05,PO-PROD-00050
TXN-002984,MAT-00216,PLT-DE-02,WH-04,Goods Issue,-273,2026-06-05,PO-PROD-00216
TXN-001090,MAT-00236,PLT-IN-03,WH-07,Goods Issue,-134,2026-06-05,PO-PROD-00158
TXN-000154,MAT-00462,PLT-IN-03,WH-07,Goods Issue,-20,2026-06-05,PO-PROD-00148
TXN-002093,MAT-00090,PLT-DE-02,WH-04,Transfer,270,2026-06-05,PO-PROD-00159
TXN-001754,MAT-00384,PLT-IN-03,WH-07,Goods Issue,-154,2026-06-05,PO-PROD-00185
TXN-000534,MAT-00266,PLT-US-01,WH-01,Goods Issue,-169,2026-06-05,PO-PROD-00163
TXN-002519,MAT-00277,PLT-DE-02,WH-04,Goods Issue,-239,2026-06-05,PO-PROD-00199
TXN-002573,MAT-00099,PLT-DE-02,WH-04,Adjustment,50,2026-06-05,PO-PROD-00200
TXN-002838,MAT-00342,PLT-IN-03,WH-07,Adjustment,89,2026-06-05,PO-PROD-00155
TXN-002578,MAT-00128,PLT-IN-03,WH-07,Goods Receipt,66,2026-06-05,PO-00118
TXN-002271,MAT-00091,PLT-US-01,WH-01,Goods Issue,-53,2026-06-05,PO-PROD-00140
TXN-003169,MAT-00054,PLT-DE-02,WH-04,Goods Issue,-173,2026-06-05,PO-PROD-00074
TXN-001385,MAT-00127,PLT-IN-03,WH-07,Goods Issue,-144,2026-06-05,PO-PROD-00009
TXN-000489,MAT-00433,PLT-US-01,WH-01,Goods Receipt,299,2026-06-05,PO-00153
TXN-000519,MAT-00341,PLT-IN-03,WH-07,Goods Receipt,261,2026-06-05,PO-00113
TXN-000361,MAT-00422,PLT-DE-02,WH-04,Goods Receipt,202,2026-06-05,PO-00117
TXN-001540,MAT-00101,PLT-IN-03,WH-07,Goods Issue,-132,2026-06-05,PO-PROD-00102
TXN-002588,MAT-00340,PLT-US-01,WH-01,Adjustment,218,2026-06-05,PO-PROD-00066
TXN-002834,MAT-00227,PLT-US-01,WH-01,Goods Issue,-277,2026-06-05,PO-PROD-00058
TXN-001153,MAT-00441,PLT-US-01,WH-01,Goods Issue,-173,2026-06-05,PO-PROD-00033
TXN-002626,MAT-00394,PLT-IN-03,WH-07,Adjustment,123,2026-06-05,PO-PROD-00119
TXN-000394,MAT-00415,PLT-IN-03,WH-07,Goods Issue,-166,2026-06-06,PO-PROD-00160
TXN-000603,MAT-00217,PLT-IN-03,WH-07,Transfer,239,2026-06-06,PO-PROD-00148
TXN-001052,MAT-00337,PLT-DE-02,WH-04,Goods Issue,-206,2026-06-06,PO-PROD-00143
TXN-000696,MAT-00411,PLT-DE-02,WH-04,Goods Receipt,132,2026-06-06,PO-00100
TXN-002724,MAT-00242,PLT-US-01,WH-01,Goods Issue,-189,2026-06-06,PO-PROD-00076
TXN-002504,MAT-00269,PLT-US-01,WH-01,Goods Issue,-125,2026-06-06,PO-PROD-00152
TXN-003043,MAT-00252,PLT-DE-02,WH-04,Goods Issue,-153,2026-06-06,PO-PROD-00159
TXN-003022,MAT-00347,PLT-US-01,WH-01,Transfer,26,2026-06-06,PO-PROD-00002
TXN-001351,MAT-00414,PLT-US-01,WH-01,Goods Issue,-194,2026-06-06,PO-PROD-00076
TXN-002726,MAT-00042,PLT-IN-03,WH-07,Adjustment,30,2026-06-06,PO-PROD-00210
TXN-001642,MAT-00160,PLT-US-01,WH-01,Goods Issue,-6,2026-06-06,PO-PROD-00064
TXN-000449,MAT-00005,PLT-DE-02,WH-04,Goods Receipt,158,2026-06-06,PO-00053
TXN-000078,MAT-00200,PLT-US-01,WH-01,Goods Issue,-186,2026-06-06,PO-PROD-00127
TXN-003197,MAT-00321,PLT-US-01,WH-01,Goods Receipt,206,2026-06-06,PO-00133
TXN-001217,MAT-00345,PLT-DE-02,WH-04,Transfer,198,2026-06-06,PO-PROD-00117
TXN-000588,MAT-00290,PLT-IN-03,WH-07,Goods Issue,-218,2026-06-06,PO-PROD-00148
TXN-001089,MAT-00284,PLT-DE-02,WH-04,Goods Issue,-283,2026-06-06,PO-PROD-00208
TXN-000521,MAT-00151,PLT-US-01,WH-01,Goods Issue,-261,2026-06-06,PO-PROD-00139
TXN-000675,MAT-00321,PLT-IN-03,WH-07,Goods Receipt,268,2026-06-06,PO-00143
TXN-000633,MAT-00257,PLT-DE-02,WH-04,Goods Receipt,116,2026-06-06,PO-00113
TXN-001992,MAT-00307,PLT-US-01,WH-01,Goods Receipt,153,2026-06-06,PO-00020
TXN-002213,MAT-00372,PLT-DE-02,WH-04,Adjustment,191,2026-06-06,PO-PROD-00171
TXN-001157,MAT-00486,PLT-IN-03,WH-07,Goods Receipt,94,2026-06-06,PO-00129
TXN-003002,MAT-00099,PLT-DE-02,WH-04,Goods Issue,-137,2026-06-06,PO-PROD-00113
TXN-000324,MAT-00184,PLT-IN-03,WH-07,Goods Issue,-238,2026-06-06,PO-PROD-00063
TXN-001505,MAT-00471,PLT-IN-03,WH-07,Goods Issue,-93,2026-06-06,PO-PROD-00089
TXN-000341,MAT-00480,PLT-IN-03,WH-07,Goods Receipt,70,2026-06-06,PO-00064
TXN-000613,MAT-00329,PLT-IN-03,WH-07,Adjustment,16,2026-06-06,PO-PROD-00172
TXN-002220,MAT-00132,PLT-IN-03,WH-07,Goods Issue,-236,2026-06-06,PO-PROD-00062
TXN-003049,MAT-00259,PLT-DE-02,WH-04,Goods Issue,-118,2026-06-06,PO-PROD-00211
TXN-002916,MAT-00119,PLT-IN-03,WH-07,Goods Issue,-173,2026-06-06,PO-PROD-00010
TXN-002042,MAT-00180,PLT-DE-02,WH-04,Goods Receipt,267,2026-06-06,PO-00123
TXN-003050,MAT-00227,PLT-US-01,WH-01,Goods Issue,-42,2026-06-06,PO-PROD-00031
TXN-000372,MAT-00356,PLT-DE-02,WH-04,Adjustment,190,2026-06-06,PO-PROD-00166
TXN-002342,MAT-00343,PLT-US-01,WH-01,Goods Receipt,74,2026-06-07,PO-00101
TXN-000499,MAT-00106,PLT-DE-02,WH-04,Goods Issue,-13,2026-06-07,PO-PROD-00128
TXN-001535,MAT-00398,PLT-DE-02,WH-04,Goods Receipt,287,2026-06-07,PO-00094
TXN-002630,MAT-00229,PLT-IN-03,WH-07,Goods Issue,-244,2026-06-07,PO-PROD-00148
TXN-002086,MAT-00302,PLT-US-01,WH-01,Goods Receipt,51,2026-06-07,PO-00142
TXN-003032,MAT-00007,PLT-US-01,WH-01,Transfer,271,2026-06-07,PO-PROD-00088
TXN-002620,MAT-00042,PLT-IN-03,WH-07,Goods Issue,-254,2026-06-07,PO-PROD-00119
TXN-003132,MAT-00157,PLT-IN-03,WH-07,Goods Issue,-295,2026-06-07,PO-PROD-00178
TXN-001095,MAT-00345,PLT-DE-02,WH-04,Goods Issue,-254,2026-06-07,PO-PROD-00004
TXN-002416,MAT-00086,PLT-DE-02,WH-04,Goods Issue,-81,2026-06-07,PO-PROD-00162
TXN-001479,MAT-00304,PLT-IN-03,WH-07,Goods Receipt,62,2026-06-07,PO-00093
TXN-000893,MAT-00396,PLT-US-01,WH-01,Goods Issue,-229,2026-06-07,PO-PROD-00152
TXN-002378,MAT-00498,PLT-IN-03,WH-07,Transfer,92,2026-06-07,PO-PROD-00186
TXN-000887,MAT-00417,PLT-DE-02,WH-04,Transfer,138,2026-06-07,PO-PROD-00153
TXN-002067,MAT-00263,PLT-DE-02,WH-04,Goods Receipt,124,2026-06-07,PO-00073
TXN-000298,MAT-00172,PLT-DE-02,WH-04,Transfer,47,2026-06-07,PO-PROD-00018
TXN-000800,MAT-00043,PLT-DE-02,WH-04,Goods Issue,-27,2026-06-07,PO-PROD-00213
TXN-000512,MAT-00056,PLT-DE-02,WH-04,Goods Issue,-191,2026-06-07,PO-PROD-00083
TXN-001420,MAT-00292,PLT-US-01,WH-01,Goods Issue,-281,2026-06-07,PO-PROD-00011
TXN-000319,MAT-00080,PLT-US-01,WH-01,Goods Issue,-211,2026-06-07,PO-PROD-00106
TXN-002576,MAT-00046,PLT-DE-02,WH-04,Goods Receipt,194,2026-06-07,PO-00102
TXN-003088,MAT-00420,PLT-IN-03,WH-07,Goods Issue,-251,2026-06-07,PO-PROD-00014
TXN-001920,MAT-00146,PLT-DE-02,WH-04,Goods Issue,-90,2026-06-07,PO-PROD-00157
TXN-002662,MAT-00148,PLT-US-01,WH-01,Transfer,28,2026-06-07,PO-PROD-00074
TXN-002270,MAT-00263,PLT-DE-02,WH-04,Goods Issue,-233,2026-06-07,PO-PROD-00098
TXN-002690,MAT-00191,PLT-IN-03,WH-07,Goods Receipt,250,2026-06-07,PO-00013
TXN-002963,MAT-00153,PLT-IN-03,WH-07,Goods Issue,-188,2026-06-07,PO-PROD-00109
TXN-000813,MAT-00378,PLT-IN-03,WH-07,Goods Issue,-103,2026-06-07,PO-PROD-00157
TXN-001199,MAT-00372,PLT-US-01,WH-01,Goods Issue,-11,2026-06-07,PO-PROD-00061
TXN-000528,MAT-00265,PLT-DE-02,WH-04,Goods Issue,-244,2026-06-07,PO-PROD-00146
TXN-003140,MAT-00419,PLT-DE-02,WH-04,Transfer,110,2026-06-07,PO-PROD-00184
TXN-003166,MAT-00358,PLT-DE-02,WH-04,Goods Issue,-151,2026-06-07,PO-PROD-00109
TXN-000732,MAT-00375,PLT-IN-03,WH-07,Goods Issue,-29,2026-06-07,PO-PROD-00125
TXN-000538,MAT-00134,PLT-US-01,WH-01,Goods Receipt,42,2026-06-08,PO-00105
TXN-001729,MAT-00107,PLT-US-01,WH-01,Goods Issue,-243,2026-06-08,PO-PROD-00185
TXN-003086,MAT-00372,PLT-DE-02,WH-04,Goods Issue,-215,2026-06-08,PO-PROD-00029
TXN-000946,MAT-00112,PLT-US-01,WH-01,Goods Receipt,267,2026-06-08,PO-00147
TXN-002581,MAT-00221,PLT-IN-03,WH-07,Adjustment,234,2026-06-08,PO-PROD-00139
TXN-000122,MAT-00286,PLT-IN-03,WH-07,Transfer,217,2026-06-08,PO-PROD-00040
TXN-002922,MAT-00334,PLT-IN-03,WH-07,Goods Receipt,148,2026-06-08,PO-00060
TXN-000234,MAT-00345,PLT-DE-02,WH-04,Goods Issue,-7,2026-06-08,PO-PROD-00096
TXN-001558,MAT-00319,PLT-IN-03,WH-07,Transfer,149,2026-06-08,PO-PROD-00132
TXN-000043,MAT-00314,PLT-US-01,WH-01,Goods Receipt,28,2026-06-08,PO-00101
TXN-001927,MAT-00287,PLT-DE-02,WH-04,Goods Issue,-99,2026-06-08,PO-PROD-00061
TXN-001283,MAT-00078,PLT-US-01,WH-01,Goods Issue,-239,2026-06-08,PO-PROD-00203
TXN-002713,MAT-00223,PLT-IN-03,WH-07,Goods Issue,-117,2026-06-08,PO-PROD-00156
TXN-001284,MAT-00037,PLT-US-01,WH-01,Goods Issue,-68,2026-06-08,PO-PROD-00184
TXN-002154,MAT-00419,PLT-DE-02,WH-04,Transfer,245,2026-06-08,PO-PROD-00192
TXN-000194,MAT-00419,PLT-DE-02,WH-04,Adjustment,287,2026-06-08,PO-PROD-00173
TXN-000242,MAT-00191,PLT-IN-03,WH-07,Goods Issue,-95,2026-06-08,PO-PROD-00180
TXN-002616,MAT-00112,PLT-US-01,WH-01,Goods Receipt,193,2026-06-08,PO-00093
TXN-000957,MAT-00147,PLT-US-01,WH-01,Goods Issue,-164,2026-06-08,PO-PROD-00095
TXN-000929,MAT-00337,PLT-DE-02,WH-04,Goods Issue,-223,2026-06-08,PO-PROD-00154
TXN-000279,MAT-00156,PLT-DE-02,WH-04,Goods Receipt,299,2026-06-08,PO-00102
TXN-002786,MAT-00485,PLT-IN-03,WH-07,Goods Receipt,47,2026-06-08,PO-00149
TXN-001353,MAT-00321,PLT-US-01,WH-01,Goods Issue,-298,2026-06-08,PO-PROD-00204
TXN-000212,MAT-00356,PLT-DE-02,WH-04,Goods Receipt,127,2026-06-08,PO-00098
TXN-001615,MAT-00464,PLT-IN-03,WH-07,Goods Issue,-206,2026-06-08,PO-PROD-00024
TXN-002100,MAT-00003,PLT-DE-02,WH-04,Goods Issue,-263,2026-06-08,PO-PROD-00071
TXN-000013,MAT-00341,PLT-DE-02,WH-04,Goods Receipt,81,2026-06-08,PO-00003
TXN-000091,MAT-00010,PLT-US-01,WH-01,Transfer,240,2026-06-08,PO-PROD-00212
TXN-000872,MAT-00277,PLT-DE-02,WH-04,Goods Issue,-236,2026-06-08,PO-PROD-00205
TXN-001247,MAT-00318,PLT-US-01,WH-01,Adjustment,230,2026-06-08,PO-PROD-00128
TXN-001439,MAT-00351,PLT-IN-03,WH-07,Goods Receipt,211,2026-06-08,PO-00123
TXN-000707,MAT-00379,PLT-IN-03,WH-07,Goods Issue,-278,2026-06-08,PO-PROD-00124
TXN-001418,MAT-00384,PLT-IN-03,WH-07,Adjustment,119,2026-06-08,PO-PROD-00189
TXN-000848,MAT-00078,PLT-IN-03,WH-07,Goods Issue,-205,2026-06-08,PO-PROD-00058
TXN-000267,MAT-00113,PLT-IN-03,WH-07,Goods Receipt,112,2026-06-08,PO-00111
TXN-003150,MAT-00105,PLT-DE-02,WH-04,Goods Issue,-138,2026-06-08,PO-PROD-00141
TXN-002280,MAT-00269,PLT-US-01,WH-01,Goods Receipt,113,2026-06-08,PO-00149
TXN-001236,MAT-00406,PLT-IN-03,WH-07,Goods Issue,-28,2026-06-08,PO-PROD-00190
TXN-001122,MAT-00430,PLT-US-01,WH-01,Goods Issue,-98,2026-06-08,PO-PROD-00023
TXN-001795,MAT-00254,PLT-IN-03,WH-07,Goods Issue,-103,2026-06-08,PO-PROD-00191
TXN-000678,MAT-00114,PLT-US-01,WH-01,Goods Issue,-287,2026-06-08,PO-PROD-00153
TXN-002566,MAT-00409,PLT-DE-02,WH-04,Goods Receipt,139,2026-06-08,PO-00037
